{'Existing_account': 3, 'Duration_month': 0.3563982738645374, 'Credit_history': 2, 'Purpose': 0, 'Credit_amount': 0.344372751153895, 'Saving': 0, 'Employment_duration': 2, 'Installment_rate': 0.7564707973660301, 'Personal_status': 3, 'Debtors': 0, 'Residential_Duration': 0.44250704934976004, 'Property': 0, 'Age': 0.2520389271633996, 'Installment_plans': 2, 'Housing': 1, 'Number_of_credits': 0.44250704934976004, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 1, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 3, 'Duration_month': 0.3563982738645374, 'Credit_history': 2, 'Purpose': 4, 'Credit_amount': 0.29385215923208596, 'Saving': 4, 'Employment_duration': 2, 'Installment_rate': 1.0, 'Personal_status': 1, 'Debtors': 0, 'Residential_Duration': 0.44250704934976004, 'Property': 2, 'Age': 0.07139333606497722, 'Installment_plans': 2, 'Housing': 1, 'Number_of_credits': 0.0, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 0, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 3, 'Duration_month': 0.0, 'Credit_history': 2, 'Purpose': 3, 'Credit_amount': 0.20363182296284177, 'Saving': 0, 'Employment_duration': 1, 'Installment_rate': 0.0, 'Personal_status': 1, 'Debtors': 0, 'Residential_Duration': 0.7564707973660301, 'Property': 0, 'Age': 0.1365703454007119, 'Installment_plans': 2, 'Housing': 0, 'Number_of_credits': 0.0, 'Job': 1, 'Liable_People': 1.0, 'Telephone': 0, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 0, 'Duration_month': 0.6003077167403134, 'Credit_history': 4, 'Purpose': 1, 'Credit_amount': 0.5742107810376624, 'Saving': 0, 'Employment_duration': 4, 'Installment_rate': 1.0, 'Personal_status': 2, 'Debtors': 0, 'Residential_Duration': 1.0, 'Property': 1, 'Age': 0.8712733186443855, 'Installment_plans': 2, 'Housing': 1, 'Number_of_credits': 0.44250704934976004, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 1, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 3, 'Duration_month': 0.6003077167403134, 'Credit_history': 4, 'Purpose': 4, 'Credit_amount': 0.545254346963145, 'Saving': 0, 'Employment_duration': 4, 'Installment_rate': 1.0, 'Personal_status': 3, 'Debtors': 1, 'Residential_Duration': 0.7564707973660301, 'Property': 0, 'Age': 0.6400109703637957, 'Installment_plans': 2, 'Housing': 1, 'Number_of_credits': 0.44250704934976004, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 0, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 0, 'Duration_month': 0.7465363402620467, 'Credit_history': 2, 'Purpose': 3, 'Credit_amount': 0.7046321698437004, 'Saving': 0, 'Employment_duration': 3, 'Installment_rate': 1.0, 'Personal_status': 2, 'Debtors': 0, 'Residential_Duration': 0.44250704934976004, 'Property': 1, 'Age': 0.3037189394167412, 'Installment_plans': 2, 'Housing': 1, 'Number_of_credits': 0.0, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 0, 'Foreign_worker': 0, 'prediction': 2.0}
{'Existing_account': 3, 'Duration_month': 0.5526268719053268, 'Credit_history': 3, 'Purpose': 1, 'Credit_amount': 0.5770266309817516, 'Saving': 0, 'Employment_duration': 2, 'Installment_rate': 0.7564707973660301, 'Personal_status': 2, 'Debtors': 0, 'Residential_Duration': 0.44250704934976004, 'Property': 0, 'Age': 0.2783245389773006, 'Installment_plans': 1, 'Housing': 1, 'Number_of_credits': 0.44250704934976004, 'Job': 1, 'Liable_People': 0.0, 'Telephone': 0, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 3, 'Duration_month': 0.4979449260045862, 'Credit_history': 2, 'Purpose': 6, 'Credit_amount': 0.4765002118726016, 'Saving': 0, 'Employment_duration': 1, 'Installment_rate': 1.0, 'Personal_status': 1, 'Debtors': 0, 'Residential_Duration': 1.0, 'Property': 0, 'Age': 0.1365703454007119, 'Installment_plans': 2, 'Housing': 1, 'Number_of_credits': 0.0, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 0, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 3, 'Duration_month': 0.6003077167403134, 'Credit_history': 1, 'Purpose': 9, 'Credit_amount': 0.42527550687243076, 'Saving': 0, 'Employment_duration': 3, 'Installment_rate': 1.0, 'Personal_status': 2, 'Debtors': 0, 'Residential_Duration': 1.0, 'Property': 2, 'Age': 0.7011929671798653, 'Installment_plans': 0, 'Housing': 1, 'Number_of_credits': 0.0, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 1, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 3, 'Duration_month': 0.4979449260045862, 'Credit_history': 2, 'Purpose': 3, 'Credit_amount': 0.6081967281888321, 'Saving': 0, 'Employment_duration': 4, 'Installment_rate': 1.0, 'Personal_status': 2, 'Debtors': 0, 'Residential_Duration': 1.0, 'Property': 1, 'Age': 0.6557813017309195, 'Installment_plans': 0, 'Housing': 1, 'Number_of_credits': 0.7564707973660301, 'Job': 2, 'Liable_People': 1.0, 'Telephone': 1, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 1, 'Duration_month': 0.5526268719053268, 'Credit_history': 2, 'Purpose': 3, 'Credit_amount': 0.6431152641125091, 'Saving': 4, 'Employment_duration': 3, 'Installment_rate': 0.44250704934976004, 'Personal_status': 2, 'Debtors': 0, 'Residential_Duration': 0.7564707973660301, 'Property': 2, 'Age': 0.4402892848174531, 'Installment_plans': 2, 'Housing': 1, 'Number_of_credits': 0.0, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 1, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 3, 'Duration_month': 0.4979449260045862, 'Credit_history': 2, 'Purpose': 0, 'Credit_amount': 0.7666696417661947, 'Saving': 4, 'Employment_duration': 2, 'Installment_rate': 0.44250704934976004, 'Personal_status': 2, 'Debtors': 0, 'Residential_Duration': 1.0, 'Property': 2, 'Age': 0.9276204056333954, 'Installment_plans': 2, 'Housing': 0, 'Number_of_credits': 0.44250704934976004, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 0, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 3, 'Duration_month': 0.6003077167403134, 'Credit_history': 2, 'Purpose': 0, 'Credit_amount': 0.3737062065611767, 'Saving': 0, 'Employment_duration': 1, 'Installment_rate': 1.0, 'Personal_status': 3, 'Debtors': 0, 'Residential_Duration': 0.44250704934976004, 'Property': 0, 'Age': 0.2783245389773006, 'Installment_plans': 2, 'Housing': 1, 'Number_of_credits': 0.0, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 0, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 0, 'Duration_month': 0.25853846123061575, 'Credit_history': 2, 'Purpose': 4, 'Credit_amount': 0.39419285845109786, 'Saving': 0, 'Employment_duration': 3, 'Installment_rate': 0.7564707973660301, 'Personal_status': 2, 'Debtors': 0, 'Residential_Duration': 1.0, 'Property': 0, 'Age': 0.8229298957469484, 'Installment_plans': 2, 'Housing': 1, 'Number_of_credits': 0.0, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 0, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 0, 'Duration_month': 0.3563982738645374, 'Credit_history': 2, 'Purpose': 4, 'Credit_amount': 0.2420412993948846, 'Saving': 0, 'Employment_duration': 4, 'Installment_rate': 1.0, 'Personal_status': 2, 'Debtors': 0, 'Residential_Duration': 1.0, 'Property': 0, 'Age': 0.7975354953075078, 'Installment_plans': 1, 'Housing': 1, 'Number_of_credits': 0.0, 'Job': 1, 'Liable_People': 0.0, 'Telephone': 0, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 0, 'Duration_month': 0.5352752709813305, 'Credit_history': 4, 'Purpose': 0, 'Credit_amount': 0.5090748157291993, 'Saving': 0, 'Employment_duration': 2, 'Installment_rate': 1.0, 'Personal_status': 3, 'Debtors': 2, 'Residential_Duration': 0.44250704934976004, 'Property': 1, 'Age': 0.3974740277631241, 'Installment_plans': 0, 'Housing': 0, 'Number_of_credits': 0.44250704934976004, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 0, 'Foreign_worker': 1, 'prediction': 1.0}
{'Existing_account': 3, 'Duration_month': 0.6003077167403134, 'Credit_history': 4, 'Purpose': 1, 'Credit_amount': 0.6469465451040872, 'Saving': 4, 'Employment_duration': 3, 'Installment_rate': 0.7564707973660301, 'Personal_status': 2, 'Debtors': 0, 'Residential_Duration': 1.0, 'Property': 1, 'Age': 0.5906042923951844, 'Installment_plans': 2, 'Housing': 1, 'Number_of_credits': 0.44250704934976004, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 1, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 3, 'Duration_month': 0.43384612818214896, 'Credit_history': 4, 'Purpose': 4, 'Credit_amount': 0.41175975843597157, 'Saving': 0, 'Employment_duration': 2, 'Installment_rate': 1.0, 'Personal_status': 2, 'Debtors': 0, 'Residential_Duration': 1.0, 'Property': 3, 'Age': 0.4402892848174531, 'Installment_plans': 2, 'Housing': 2, 'Number_of_credits': 0.44250704934976004, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 1, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 0, 'Duration_month': 0.4979449260045862, 'Credit_history': 1, 'Purpose': 0, 'Credit_amount': 0.40712807999205536, 'Saving': 0, 'Employment_duration': 3, 'Installment_rate': 1.0, 'Personal_status': 2, 'Debtors': 0, 'Residential_Duration': 1.0, 'Property': 3, 'Age': 0.375112275481718, 'Installment_plans': 2, 'Housing': 2, 'Number_of_credits': 0.44250704934976004, 'Job': 1, 'Liable_People': 1.0, 'Telephone': 0, 'Foreign_worker': 0, 'prediction': 2.0}
{'Existing_account': 3, 'Duration_month': 0.7465363402620467, 'Credit_history': 3, 'Purpose': 0, 'Credit_amount': 0.8772931590363235, 'Saving': 0, 'Employment_duration': 4, 'Installment_rate': 0.44250704934976004, 'Personal_status': 2, 'Debtors': 0, 'Residential_Duration': 0.44250704934976004, 'Property': 2, 'Age': 0.6239014662166538, 'Installment_plans': 2, 'Housing': 1, 'Number_of_credits': 0.44250704934976004, 'Job': 2, 'Liable_People': 1.0, 'Telephone': 1, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 3, 'Duration_month': 0.6003077167403134, 'Credit_history': 2, 'Purpose': 0, 'Credit_amount': 0.412233679380388, 'Saving': 1, 'Employment_duration': 1, 'Installment_rate': 1.0, 'Personal_status': 3, 'Debtors': 0, 'Residential_Duration': 0.7564707973660301, 'Property': 0, 'Age': 0.3974740277631241, 'Installment_plans': 2, 'Housing': 1, 'Number_of_credits': 0.0, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 1, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 3, 'Duration_month': 0.29408841067471125, 'Credit_history': 2, 'Purpose': 8, 'Credit_amount': 0.29594217632687814, 'Saving': 4, 'Employment_duration': 3, 'Installment_rate': 1.0, 'Personal_status': 1, 'Debtors': 0, 'Residential_Duration': 0.7564707973660301, 'Property': 1, 'Age': 0.5377072805697165, 'Installment_plans': 2, 'Housing': 1, 'Number_of_credits': 0.0, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 1, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 3, 'Duration_month': 0.43384612818214896, 'Credit_history': 4, 'Purpose': 3, 'Credit_amount': 0.6027615313207118, 'Saving': 0, 'Employment_duration': 2, 'Installment_rate': 1.0, 'Personal_status': 2, 'Debtors': 0, 'Residential_Duration': 0.44250704934976004, 'Property': 3, 'Age': 0.2783245389773006, 'Installment_plans': 2, 'Housing': 2, 'Number_of_credits': 0.0, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 1, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 0, 'Duration_month': 0.43384612818214896, 'Credit_history': 2, 'Purpose': 0, 'Credit_amount': 0.6421181202084076, 'Saving': 0, 'Employment_duration': 2, 'Installment_rate': 0.7564707973660301, 'Personal_status': 1, 'Debtors': 0, 'Residential_Duration': 0.44250704934976004, 'Property': 1, 'Age': 0.3037189394167412, 'Installment_plans': 2, 'Housing': 1, 'Number_of_credits': 0.0, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 1, 'Foreign_worker': 0, 'prediction': 2.0}
{'Existing_account': 3, 'Duration_month': 0.25853846123061575, 'Credit_history': 2, 'Purpose': 0, 'Credit_amount': 0.6185055071532699, 'Saving': 1, 'Employment_duration': 2, 'Installment_rate': 0.0, 'Personal_status': 2, 'Debtors': 2, 'Residential_Duration': 0.44250704934976004, 'Property': 0, 'Age': 0.22479726790398669, 'Installment_plans': 2, 'Housing': 0, 'Number_of_credits': 0.0, 'Job': 2, 'Liable_People': 1.0, 'Telephone': 0, 'Foreign_worker': 1, 'prediction': 1.0}
{'Existing_account': 3, 'Duration_month': 0.6003077167403134, 'Credit_history': 4, 'Purpose': 1, 'Credit_amount': 0.7311485276386556, 'Saving': 3, 'Employment_duration': 2, 'Installment_rate': 1.0, 'Personal_status': 2, 'Debtors': 0, 'Residential_Duration': 0.44250704934976004, 'Property': 0, 'Age': 0.2520389271633996, 'Installment_plans': 2, 'Housing': 1, 'Number_of_credits': 0.44250704934976004, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 0, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 3, 'Duration_month': 0.4979449260045862, 'Credit_history': 3, 'Purpose': 9, 'Credit_amount': 0.5021005809590178, 'Saving': 0, 'Employment_duration': 2, 'Installment_rate': 1.0, 'Personal_status': 3, 'Debtors': 0, 'Residential_Duration': 0.44250704934976004, 'Property': 2, 'Age': 0.2783245389773006, 'Installment_plans': 2, 'Housing': 1, 'Number_of_credits': 0.0, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 1, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 0, 'Duration_month': 0.6003077167403134, 'Credit_history': 2, 'Purpose': 4, 'Credit_amount': 0.5293982014294589, 'Saving': 0, 'Employment_duration': 1, 'Installment_rate': 1.0, 'Personal_status': 1, 'Debtors': 0, 'Residential_Duration': 1.0, 'Property': 0, 'Age': 0.4402892848174531, 'Installment_plans': 2, 'Housing': 1, 'Number_of_credits': 0.0, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 1, 'Foreign_worker': 0, 'prediction': 2.0}
{'Existing_account': 3, 'Duration_month': 0.6425784273978855, 'Credit_history': 4, 'Purpose': 3, 'Credit_amount': 0.6732668882410711, 'Saving': 3, 'Employment_duration': 1, 'Installment_rate': 1.0, 'Personal_status': 2, 'Debtors': 0, 'Residential_Duration': 0.44250704934976004, 'Property': 0, 'Age': 0.375112275481718, 'Installment_plans': 1, 'Housing': 1, 'Number_of_credits': 0.44250704934976004, 'Job': 1, 'Liable_People': 1.0, 'Telephone': 1, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 3, 'Duration_month': 0.29408841067471125, 'Credit_history': 2, 'Purpose': 3, 'Credit_amount': 0.5064575845352468, 'Saving': 0, 'Employment_duration': 2, 'Installment_rate': 0.44250704934976004, 'Personal_status': 2, 'Debtors': 0, 'Residential_Duration': 0.44250704934976004, 'Property': 0, 'Age': 0.19652738189166818, 'Installment_plans': 0, 'Housing': 0, 'Number_of_credits': 0.0, 'Job': 1, 'Liable_People': 0.0, 'Telephone': 0, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 3, 'Duration_month': 0.43384612818214896, 'Credit_history': 2, 'Purpose': 3, 'Credit_amount': 0.5076127933088443, 'Saving': 2, 'Employment_duration': 2, 'Installment_rate': 0.44250704934976004, 'Personal_status': 1, 'Debtors': 0, 'Residential_Duration': 1.0, 'Property': 2, 'Age': 0.03654691024993317, 'Installment_plans': 2, 'Housing': 0, 'Number_of_credits': 0.0, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 0, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 0, 'Duration_month': 0.4979449260045862, 'Credit_history': 2, 'Purpose': 4, 'Credit_amount': 0.5245786899263503, 'Saving': 0, 'Employment_duration': 1, 'Installment_rate': 1.0, 'Personal_status': 1, 'Debtors': 0, 'Residential_Duration': 0.0, 'Property': 2, 'Age': 0.2520389271633996, 'Installment_plans': 1, 'Housing': 1, 'Number_of_credits': 0.0, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 0, 'Foreign_worker': 0, 'prediction': 2.0}
{'Existing_account': 3, 'Duration_month': 0.3563982738645374, 'Credit_history': 4, 'Purpose': 3, 'Credit_amount': 0.6019247152362803, 'Saving': 0, 'Employment_duration': 4, 'Installment_rate': 0.44250704934976004, 'Personal_status': 2, 'Debtors': 0, 'Residential_Duration': 1.0, 'Property': 1, 'Age': 0.5733836932529157, 'Installment_plans': 1, 'Housing': 1, 'Number_of_credits': 0.0, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 0, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 3, 'Duration_month': 0.7465363402620467, 'Credit_history': 2, 'Purpose': 9, 'Credit_amount': 0.7879712026217951, 'Saving': 4, 'Employment_duration': 4, 'Installment_rate': 0.7564707973660301, 'Personal_status': 2, 'Debtors': 0, 'Residential_Duration': 0.44250704934976004, 'Property': 1, 'Age': 0.48078904366979236, 'Installment_plans': 2, 'Housing': 1, 'Number_of_credits': 0.44250704934976004, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 0, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 0, 'Duration_month': 0.3563982738645374, 'Credit_history': 2, 'Purpose': 3, 'Credit_amount': 0.22256093840767655, 'Saving': 0, 'Employment_duration': 4, 'Installment_rate': 1.0, 'Personal_status': 1, 'Debtors': 0, 'Residential_Duration': 1.0, 'Property': 1, 'Age': 0.16714859401602888, 'Installment_plans': 2, 'Housing': 0, 'Number_of_credits': 0.0, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 0, 'Foreign_worker': 0, 'prediction': 2.0}
{'Existing_account': 3, 'Duration_month': 0.7465363402620467, 'Credit_history': 3, 'Purpose': 3, 'Credit_amount': 0.7962716685386027, 'Saving': 2, 'Employment_duration': 3, 'Installment_rate': 0.44250704934976004, 'Personal_status': 1, 'Debtors': 0, 'Residential_Duration': 1.0, 'Property': 2, 'Age': 0.5377072805697165, 'Installment_plans': 2, 'Housing': 1, 'Number_of_credits': 0.44250704934976004, 'Job': 2, 'Liable_People': 0.0, 'Telephone': 1, 'Foreign_worker': 0, 'prediction': 1.0}
{'Existing_account': 2, 'Duration_month': 0.12550150493665424, 'Credit_history': 4, 'Purpose': 0, 'Credit_amount': 0.39058388553705603, 'Saving': 0, 'Employment_duration': 4, 'Installment_rate': 0.0, 'Personal_status': 2, 'Debtors': 0, 'Residential_Duration': 1.0, 'Property': 0, 'Age': 0.6400109703637957, 'Installment_plans': 2, 'Housing': 1, 'Number_of_credits': 0.44250704934976004, 'Job': 2, 'Liable_People': 1.0, 'Telephone': 0, 'Foreign_worker': 1, 'prediction': 1.0}
